I0611 18:54:43.852058 140080572294976 tpu_client.py:54] Starting the local TPU driver.
I0611 18:54:43.871945 140080572294976 xla_bridge.py:212] Unable to initialize backend 'tpu_driver': Not found: Unable to find driver in registry given worker: local://
I0611 18:54:43.872510 140080572294976 xla_bridge.py:212] Unable to initialize backend 'gpu': Not found: Could not find registered platform with name: "cuda". Available platform names are: Host Interpreter
I0611 18:54:43.872897 140080572294976 xla_bridge.py:212] Unable to initialize backend 'tpu': Invalid argument: TpuPlatform is not available.
W0611 18:54:43.873142 140080572294976 xla_bridge.py:215] No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
setting ^expname=bsuite_id_-_catch-0
setting ^_ignored=['bsuite_id', 'catch/1']
I0611 18:54:48.443898 140080572294976 terminal_logging.py:55] episode = 1 | episode_len = 9 | episode_return = -1.0000 | steps = 9 | total_regret = 2.0000 | total_return = -1.0000
I0611 18:54:48.674922 140080572294976 terminal_logging.py:55] episode = 8 | episode_len = 9 | episode_return = -1.0000 | steps = 72 | total_regret = 12.0000 | total_return = -4.0000
I0611 18:54:48.702396 140080572294976 terminal_logging.py:55] episode = 9 | episode_len = 9 | episode_return = -1.0000 | steps = 81 | total_regret = 14.0000 | total_return = -5.0000
I0611 18:54:48.702396 140080572294976 terminal_logging.py:55] episode = 9 | episode_len = 9 | episode_return = -1.0000 | steps = 81 | total_regret = 14.0000 | total_return = -5.0000
I0611 18:54:48.728615 140080572294976 terminal_logging.py:55] episode = 10 | episode_len = 9 | episode_return = -1.0000 | steps = 90 | total_regret = 16.0000 | total_return = -6.0000
I0611 18:54:48.728615 140080572294976 terminal_logging.py:55] episode = 10 | episode_len = 9 | episode_return = -1.0000 | steps = 90 | total_regret = 16.0000 | total_return = -6.0000
I0611 18:54:48.750736 140080572294976 terminal_logging.py:55] episode = 11 | episode_len = 9 | episode_return = -1.0000 | steps = 99 | total_regret = 18.0000 | total_return = -7.0000
I0611 18:54:48.750736 140080572294976 terminal_logging.py:55] episode = 11 | episode_len = 9 | episode_return = -1.0000 | steps = 99 | total_regret = 18.0000 | total_return = -7.0000
I0611 18:54:50.349986 140080572294976 terminal_logging.py:55] episode = 12 | episode_len = 9 | episode_return = -1.0000 | steps = 108 | total_regret = 20.0000 | total_return = -8.0000
I0611 18:54:50.349986 140080572294976 terminal_logging.py:55] episode = 12 | episode_len = 9 | episode_return = -1.0000 | steps = 108 | total_regret = 20.0000 | total_return = -8.0000
I0611 18:54:50.421696 140080572294976 terminal_logging.py:55] episode = 13 | episode_len = 9 | episode_return = 1.0000 | steps = 117 | total_regret = 20.0000 | total_return = -7.0000
I0611 18:54:50.421696 140080572294976 terminal_logging.py:55] episode = 13 | episode_len = 9 | episode_return = 1.0000 | steps = 117 | total_regret = 20.0000 | total_return = -7.0000
I0611 18:54:50.515271 140080572294976 terminal_logging.py:55] episode = 14 | episode_len = 9 | episode_return = -1.0000 | steps = 126 | total_regret = 22.0000 | total_return = -8.0000
I0611 18:54:50.515271 140080572294976 terminal_logging.py:55] episode = 14 | episode_len = 9 | episode_return = -1.0000 | steps = 126 | total_regret = 22.0000 | total_return = -8.0000
I0611 18:54:50.588093 140080572294976 terminal_logging.py:55] episode = 15 | episode_len = 9 | episode_return = -1.0000 | steps = 135 | total_regret = 24.0000 | total_return = -9.0000
I0611 18:54:50.588093 140080572294976 terminal_logging.py:55] episode = 15 | episode_len = 9 | episode_return = -1.0000 | steps = 135 | total_regret = 24.0000 | total_return = -9.0000
I0611 18:54:50.642373 140080572294976 terminal_logging.py:55] episode = 16 | episode_len = 9 | episode_return = 1.0000 | steps = 144 | total_regret = 24.0000 | total_return = -8.0000
I0611 18:54:50.642373 140080572294976 terminal_logging.py:55] episode = 16 | episode_len = 9 | episode_return = 1.0000 | steps = 144 | total_regret = 24.0000 | total_return = -8.0000
I0611 18:54:50.702579 140080572294976 terminal_logging.py:55] episode = 17 | episode_len = 9 | episode_return = -1.0000 | steps = 153 | total_regret = 26.0000 | total_return = -9.0000
I0611 18:54:50.702579 140080572294976 terminal_logging.py:55] episode = 17 | episode_len = 9 | episode_return = -1.0000 | steps = 153 | total_regret = 26.0000 | total_return = -9.0000
I0611 18:54:50.769892 140080572294976 terminal_logging.py:55] episode = 18 | episode_len = 9 | episode_return = 1.0000 | steps = 162 | total_regret = 26.0000 | total_return = -8.0000
I0611 18:54:50.769892 140080572294976 terminal_logging.py:55] episode = 18 | episode_len = 9 | episode_return = 1.0000 | steps = 162 | total_regret = 26.0000 | total_return = -8.0000
I0611 18:54:50.829089 140080572294976 terminal_logging.py:55] episode = 19 | episode_len = 9 | episode_return = -1.0000 | steps = 171 | total_regret = 28.0000 | total_return = -9.0000
I0611 18:54:50.829089 140080572294976 terminal_logging.py:55] episode = 19 | episode_len = 9 | episode_return = -1.0000 | steps = 171 | total_regret = 28.0000 | total_return = -9.0000
I0611 18:54:50.888643 140080572294976 terminal_logging.py:55] episode = 20 | episode_len = 9 | episode_return = -1.0000 | steps = 180 | total_regret = 30.0000 | total_return = -10.0000
I0611 18:54:50.888643 140080572294976 terminal_logging.py:55] episode = 20 | episode_len = 9 | episode_return = -1.0000 | steps = 180 | total_regret = 30.0000 | total_return = -10.0000
I0611 18:54:50.999484 140080572294976 terminal_logging.py:55] episode = 21 | episode_len = 9 | episode_return = 1.0000 | steps = 189 | total_regret = 30.0000 | total_return = -9.0000
I0611 18:54:50.999484 140080572294976 terminal_logging.py:55] episode = 21 | episode_len = 9 | episode_return = 1.0000 | steps = 189 | total_regret = 30.0000 | total_return = -9.0000
I0611 18:54:51.067034 140080572294976 terminal_logging.py:55] episode = 22 | episode_len = 9 | episode_return = -1.0000 | steps = 198 | total_regret = 32.0000 | total_return = -10.0000
I0611 18:54:51.067034 140080572294976 terminal_logging.py:55] episode = 22 | episode_len = 9 | episode_return = -1.0000 | steps = 198 | total_regret = 32.0000 | total_return = -10.0000
I0611 18:54:51.127116 140080572294976 terminal_logging.py:55] episode = 23 | episode_len = 9 | episode_return = -1.0000 | steps = 207 | total_regret = 34.0000 | total_return = -11.0000
I0611 18:54:51.127116 140080572294976 terminal_logging.py:55] episode = 23 | episode_len = 9 | episode_return = -1.0000 | steps = 207 | total_regret = 34.0000 | total_return = -11.0000
I0611 18:54:51.191192 140080572294976 terminal_logging.py:55] episode = 24 | episode_len = 9 | episode_return = -1.0000 | steps = 216 | total_regret = 36.0000 | total_return = -12.0000
I0611 18:54:51.191192 140080572294976 terminal_logging.py:55] episode = 24 | episode_len = 9 | episode_return = -1.0000 | steps = 216 | total_regret = 36.0000 | total_return = -12.0000
I0611 18:54:51.262561 140080572294976 terminal_logging.py:55] episode = 25 | episode_len = 9 | episode_return = -1.0000 | steps = 225 | total_regret = 38.0000 | total_return = -13.0000
I0611 18:54:51.262561 140080572294976 terminal_logging.py:55] episode = 25 | episode_len = 9 | episode_return = -1.0000 | steps = 225 | total_regret = 38.0000 | total_return = -13.0000
I0611 18:54:51.333888 140080572294976 terminal_logging.py:55] episode = 26 | episode_len = 9 | episode_return = -1.0000 | steps = 234 | total_regret = 40.0000 | total_return = -14.0000
I0611 18:54:51.333888 140080572294976 terminal_logging.py:55] episode = 26 | episode_len = 9 | episode_return = -1.0000 | steps = 234 | total_regret = 40.0000 | total_return = -14.0000
I0611 18:54:51.388758 140080572294976 terminal_logging.py:55] episode = 27 | episode_len = 9 | episode_return = -1.0000 | steps = 243 | total_regret = 42.0000 | total_return = -15.0000
I0611 18:54:51.388758 140080572294976 terminal_logging.py:55] episode = 27 | episode_len = 9 | episode_return = -1.0000 | steps = 243 | total_regret = 42.0000 | total_return = -15.0000
I0611 18:54:51.454397 140080572294976 terminal_logging.py:55] episode = 28 | episode_len = 9 | episode_return = -1.0000 | steps = 252 | total_regret = 44.0000 | total_return = -16.0000
I0611 18:54:51.454397 140080572294976 terminal_logging.py:55] episode = 28 | episode_len = 9 | episode_return = -1.0000 | steps = 252 | total_regret = 44.0000 | total_return = -16.0000
I0611 18:54:51.564195 140080572294976 terminal_logging.py:55] episode = 29 | episode_len = 9 | episode_return = -1.0000 | steps = 261 | total_regret = 46.0000 | total_return = -17.0000
I0611 18:54:51.564195 140080572294976 terminal_logging.py:55] episode = 29 | episode_len = 9 | episode_return = -1.0000 | steps = 261 | total_regret = 46.0000 | total_return = -17.0000
I0611 18:54:51.632406 140080572294976 terminal_logging.py:55] episode = 30 | episode_len = 9 | episode_return = -1.0000 | steps = 270 | total_regret = 48.0000 | total_return = -18.0000
I0611 18:54:51.632406 140080572294976 terminal_logging.py:55] episode = 30 | episode_len = 9 | episode_return = -1.0000 | steps = 270 | total_regret = 48.0000 | total_return = -18.0000
I0611 18:54:51.721267 140080572294976 terminal_logging.py:55] episode = 31 | episode_len = 9 | episode_return = -1.0000 | steps = 279 | total_regret = 50.0000 | total_return = -19.0000
I0611 18:54:51.721267 140080572294976 terminal_logging.py:55] episode = 31 | episode_len = 9 | episode_return = -1.0000 | steps = 279 | total_regret = 50.0000 | total_return = -19.0000
I0611 18:54:51.790642 140080572294976 terminal_logging.py:55] episode = 32 | episode_len = 9 | episode_return = 1.0000 | steps = 288 | total_regret = 50.0000 | total_return = -18.0000
I0611 18:54:51.790642 140080572294976 terminal_logging.py:55] episode = 32 | episode_len = 9 | episode_return = 1.0000 | steps = 288 | total_regret = 50.0000 | total_return = -18.0000
I0611 18:54:51.864840 140080572294976 terminal_logging.py:55] episode = 33 | episode_len = 9 | episode_return = -1.0000 | steps = 297 | total_regret = 52.0000 | total_return = -19.0000
I0611 18:54:51.864840 140080572294976 terminal_logging.py:55] episode = 33 | episode_len = 9 | episode_return = -1.0000 | steps = 297 | total_regret = 52.0000 | total_return = -19.0000
I0611 18:54:51.984336 140080572294976 terminal_logging.py:55] episode = 34 | episode_len = 9 | episode_return = 1.0000 | steps = 306 | total_regret = 52.0000 | total_return = -18.0000
I0611 18:54:51.984336 140080572294976 terminal_logging.py:55] episode = 34 | episode_len = 9 | episode_return = 1.0000 | steps = 306 | total_regret = 52.0000 | total_return = -18.0000
I0611 18:54:52.061196 140080572294976 terminal_logging.py:55] episode = 35 | episode_len = 9 | episode_return = -1.0000 | steps = 315 | total_regret = 54.0000 | total_return = -19.0000
I0611 18:54:52.061196 140080572294976 terminal_logging.py:55] episode = 35 | episode_len = 9 | episode_return = -1.0000 | steps = 315 | total_regret = 54.0000 | total_return = -19.0000
I0611 18:54:52.139800 140080572294976 terminal_logging.py:55] episode = 36 | episode_len = 9 | episode_return = -1.0000 | steps = 324 | total_regret = 56.0000 | total_return = -20.0000
I0611 18:54:52.139800 140080572294976 terminal_logging.py:55] episode = 36 | episode_len = 9 | episode_return = -1.0000 | steps = 324 | total_regret = 56.0000 | total_return = -20.0000
I0611 18:54:52.209234 140080572294976 terminal_logging.py:55] episode = 37 | episode_len = 9 | episode_return = 1.0000 | steps = 333 | total_regret = 56.0000 | total_return = -19.0000
I0611 18:54:52.209234 140080572294976 terminal_logging.py:55] episode = 37 | episode_len = 9 | episode_return = 1.0000 | steps = 333 | total_regret = 56.0000 | total_return = -19.0000
I0611 18:54:52.285071 140080572294976 terminal_logging.py:55] episode = 38 | episode_len = 9 | episode_return = -1.0000 | steps = 342 | total_regret = 58.0000 | total_return = -20.0000
I0611 18:54:52.285071 140080572294976 terminal_logging.py:55] episode = 38 | episode_len = 9 | episode_return = -1.0000 | steps = 342 | total_regret = 58.0000 | total_return = -20.0000
I0611 18:54:52.357343 140080572294976 terminal_logging.py:55] episode = 39 | episode_len = 9 | episode_return = -1.0000 | steps = 351 | total_regret = 60.0000 | total_return = -21.0000
I0611 18:54:52.357343 140080572294976 terminal_logging.py:55] episode = 39 | episode_len = 9 | episode_return = -1.0000 | steps = 351 | total_regret = 60.0000 | total_return = -21.0000
I0611 18:54:52.427109 140080572294976 terminal_logging.py:55] episode = 40 | episode_len = 9 | episode_return = 1.0000 | steps = 360 | total_regret = 60.0000 | total_return = -20.0000
I0611 18:54:52.427109 140080572294976 terminal_logging.py:55] episode = 40 | episode_len = 9 | episode_return = 1.0000 | steps = 360 | total_regret = 60.0000 | total_return = -20.0000
I0611 18:54:52.523406 140080572294976 terminal_logging.py:55] episode = 41 | episode_len = 9 | episode_return = -1.0000 | steps = 369 | total_regret = 62.0000 | total_return = -21.0000
I0611 18:54:52.523406 140080572294976 terminal_logging.py:55] episode = 41 | episode_len = 9 | episode_return = -1.0000 | steps = 369 | total_regret = 62.0000 | total_return = -21.0000
I0611 18:54:52.639385 140080572294976 terminal_logging.py:55] episode = 42 | episode_len = 9 | episode_return = -1.0000 | steps = 378 | total_regret = 64.0000 | total_return = -22.0000
I0611 18:54:52.639385 140080572294976 terminal_logging.py:55] episode = 42 | episode_len = 9 | episode_return = -1.0000 | steps = 378 | total_regret = 64.0000 | total_return = -22.0000
I0611 18:54:52.726616 140080572294976 terminal_logging.py:55] episode = 43 | episode_len = 9 | episode_return = -1.0000 | steps = 387 | total_regret = 66.0000 | total_return = -23.0000
I0611 18:54:52.726616 140080572294976 terminal_logging.py:55] episode = 43 | episode_len = 9 | episode_return = -1.0000 | steps = 387 | total_regret = 66.0000 | total_return = -23.0000
I0611 18:54:52.803663 140080572294976 terminal_logging.py:55] episode = 44 | episode_len = 9 | episode_return = 1.0000 | steps = 396 | total_regret = 66.0000 | total_return = -22.0000
I0611 18:54:52.803663 140080572294976 terminal_logging.py:55] episode = 44 | episode_len = 9 | episode_return = 1.0000 | steps = 396 | total_regret = 66.0000 | total_return = -22.0000
I0611 18:54:52.887321 140080572294976 terminal_logging.py:55] episode = 45 | episode_len = 9 | episode_return = -1.0000 | steps = 405 | total_regret = 68.0000 | total_return = -23.0000
I0611 18:54:52.887321 140080572294976 terminal_logging.py:55] episode = 45 | episode_len = 9 | episode_return = -1.0000 | steps = 405 | total_regret = 68.0000 | total_return = -23.0000
I0611 18:54:52.957566 140080572294976 terminal_logging.py:55] episode = 46 | episode_len = 9 | episode_return = 1.0000 | steps = 414 | total_regret = 68.0000 | total_return = -22.0000
I0611 18:54:52.957566 140080572294976 terminal_logging.py:55] episode = 46 | episode_len = 9 | episode_return = 1.0000 | steps = 414 | total_regret = 68.0000 | total_return = -22.0000
I0611 18:54:53.018665 140080572294976 terminal_logging.py:55] episode = 47 | episode_len = 9 | episode_return = 1.0000 | steps = 423 | total_regret = 68.0000 | total_return = -21.0000
I0611 18:54:53.018665 140080572294976 terminal_logging.py:55] episode = 47 | episode_len = 9 | episode_return = 1.0000 | steps = 423 | total_regret = 68.0000 | total_return = -21.0000
I0611 18:54:53.078250 140080572294976 terminal_logging.py:55] episode = 48 | episode_len = 9 | episode_return = 1.0000 | steps = 432 | total_regret = 68.0000 | total_return = -20.0000
I0611 18:54:53.078250 140080572294976 terminal_logging.py:55] episode = 48 | episode_len = 9 | episode_return = 1.0000 | steps = 432 | total_regret = 68.0000 | total_return = -20.0000
I0611 18:54:53.188399 140080572294976 terminal_logging.py:55] episode = 49 | episode_len = 9 | episode_return = 1.0000 | steps = 441 | total_regret = 68.0000 | total_return = -19.0000
I0611 18:54:53.188399 140080572294976 terminal_logging.py:55] episode = 49 | episode_len = 9 | episode_return = 1.0000 | steps = 441 | total_regret = 68.0000 | total_return = -19.0000
I0611 18:54:53.255360 140080572294976 terminal_logging.py:55] episode = 50 | episode_len = 9 | episode_return = -1.0000 | steps = 450 | total_regret = 70.0000 | total_return = -20.0000
I0611 18:54:53.255360 140080572294976 terminal_logging.py:55] episode = 50 | episode_len = 9 | episode_return = -1.0000 | steps = 450 | total_regret = 70.0000 | total_return = -20.0000
I0611 18:54:53.336807 140080572294976 terminal_logging.py:55] episode = 51 | episode_len = 9 | episode_return = -1.0000 | steps = 459 | total_regret = 72.0000 | total_return = -21.0000
I0611 18:54:53.336807 140080572294976 terminal_logging.py:55] episode = 51 | episode_len = 9 | episode_return = -1.0000 | steps = 459 | total_regret = 72.0000 | total_return = -21.0000
I0611 18:54:53.401513 140080572294976 terminal_logging.py:55] episode = 52 | episode_len = 9 | episode_return = -1.0000 | steps = 468 | total_regret = 74.0000 | total_return = -22.0000
I0611 18:54:53.401513 140080572294976 terminal_logging.py:55] episode = 52 | episode_len = 9 | episode_return = -1.0000 | steps = 468 | total_regret = 74.0000 | total_return = -22.0000
I0611 18:54:53.470718 140080572294976 terminal_logging.py:55] episode = 53 | episode_len = 9 | episode_return = -1.0000 | steps = 477 | total_regret = 76.0000 | total_return = -23.0000
I0611 18:54:53.470718 140080572294976 terminal_logging.py:55] episode = 53 | episode_len = 9 | episode_return = -1.0000 | steps = 477 | total_regret = 76.0000 | total_return = -23.0000
I0611 18:54:53.537823 140080572294976 terminal_logging.py:55] episode = 54 | episode_len = 9 | episode_return = -1.0000 | steps = 486 | total_regret = 78.0000 | total_return = -24.0000
I0611 18:54:53.537823 140080572294976 terminal_logging.py:55] episode = 54 | episode_len = 9 | episode_return = -1.0000 | steps = 486 | total_regret = 78.0000 | total_return = -24.0000
I0611 18:54:53.608482 140080572294976 terminal_logging.py:55] episode = 55 | episode_len = 9 | episode_return = -1.0000 | steps = 495 | total_regret = 80.0000 | total_return = -25.0000
I0611 18:54:53.608482 140080572294976 terminal_logging.py:55] episode = 55 | episode_len = 9 | episode_return = -1.0000 | steps = 495 | total_regret = 80.0000 | total_return = -25.0000
I0611 18:54:53.707541 140080572294976 terminal_logging.py:55] episode = 56 | episode_len = 9 | episode_return = 1.0000 | steps = 504 | total_regret = 80.0000 | total_return = -24.0000
I0611 18:54:53.707541 140080572294976 terminal_logging.py:55] episode = 56 | episode_len = 9 | episode_return = 1.0000 | steps = 504 | total_regret = 80.0000 | total_return = -24.0000
I0611 18:54:53.776770 140080572294976 terminal_logging.py:55] episode = 57 | episode_len = 9 | episode_return = 1.0000 | steps = 513 | total_regret = 80.0000 | total_return = -23.0000
I0611 18:54:53.776770 140080572294976 terminal_logging.py:55] episode = 57 | episode_len = 9 | episode_return = 1.0000 | steps = 513 | total_regret = 80.0000 | total_return = -23.0000
I0611 18:54:53.847571 140080572294976 terminal_logging.py:55] episode = 58 | episode_len = 9 | episode_return = 1.0000 | steps = 522 | total_regret = 80.0000 | total_return = -22.0000
I0611 18:54:53.847571 140080572294976 terminal_logging.py:55] episode = 58 | episode_len = 9 | episode_return = 1.0000 | steps = 522 | total_regret = 80.0000 | total_return = -22.0000
I0611 18:54:53.919773 140080572294976 terminal_logging.py:55] episode = 59 | episode_len = 9 | episode_return = 1.0000 | steps = 531 | total_regret = 80.0000 | total_return = -21.0000
I0611 18:54:53.919773 140080572294976 terminal_logging.py:55] episode = 59 | episode_len = 9 | episode_return = 1.0000 | steps = 531 | total_regret = 80.0000 | total_return = -21.0000
I0611 18:54:54.046914 140080572294976 terminal_logging.py:55] episode = 60 | episode_len = 9 | episode_return = 1.0000 | steps = 540 | total_regret = 80.0000 | total_return = -20.0000
I0611 18:54:54.046914 140080572294976 terminal_logging.py:55] episode = 60 | episode_len = 9 | episode_return = 1.0000 | steps = 540 | total_regret = 80.0000 | total_return = -20.0000
I0611 18:54:54.135779 140080572294976 terminal_logging.py:55] episode = 61 | episode_len = 9 | episode_return = 1.0000 | steps = 549 | total_regret = 80.0000 | total_return = -19.0000
I0611 18:54:54.135779 140080572294976 terminal_logging.py:55] episode = 61 | episode_len = 9 | episode_return = 1.0000 | steps = 549 | total_regret = 80.0000 | total_return = -19.0000
I0611 18:54:54.194950 140080572294976 terminal_logging.py:55] episode = 62 | episode_len = 9 | episode_return = 1.0000 | steps = 558 | total_regret = 80.0000 | total_return = -18.0000
I0611 18:54:54.194950 140080572294976 terminal_logging.py:55] episode = 62 | episode_len = 9 | episode_return = 1.0000 | steps = 558 | total_regret = 80.0000 | total_return = -18.0000
I0611 18:54:54.280345 140080572294976 terminal_logging.py:55] episode = 63 | episode_len = 9 | episode_return = 1.0000 | steps = 567 | total_regret = 80.0000 | total_return = -17.0000
I0611 18:54:54.280345 140080572294976 terminal_logging.py:55] episode = 63 | episode_len = 9 | episode_return = 1.0000 | steps = 567 | total_regret = 80.0000 | total_return = -17.0000
I0611 18:54:54.344625 140080572294976 terminal_logging.py:55] episode = 64 | episode_len = 9 | episode_return = 1.0000 | steps = 576 | total_regret = 80.0000 | total_return = -16.0000
I0611 18:54:54.344625 140080572294976 terminal_logging.py:55] episode = 64 | episode_len = 9 | episode_return = 1.0000 | steps = 576 | total_regret = 80.0000 | total_return = -16.0000
I0611 18:54:54.405670 140080572294976 terminal_logging.py:55] episode = 65 | episode_len = 9 | episode_return = 1.0000 | steps = 585 | total_regret = 80.0000 | total_return = -15.0000
I0611 18:54:54.405670 140080572294976 terminal_logging.py:55] episode = 65 | episode_len = 9 | episode_return = 1.0000 | steps = 585 | total_regret = 80.0000 | total_return = -15.0000
I0611 18:54:54.472135 140080572294976 terminal_logging.py:55] episode = 66 | episode_len = 9 | episode_return = -1.0000 | steps = 594 | total_regret = 82.0000 | total_return = -16.0000
I0611 18:54:54.472135 140080572294976 terminal_logging.py:55] episode = 66 | episode_len = 9 | episode_return = -1.0000 | steps = 594 | total_regret = 82.0000 | total_return = -16.0000
I0611 18:54:54.543948 140080572294976 terminal_logging.py:55] episode = 67 | episode_len = 9 | episode_return = 1.0000 | steps = 603 | total_regret = 82.0000 | total_return = -15.0000
I0611 18:54:54.543948 140080572294976 terminal_logging.py:55] episode = 67 | episode_len = 9 | episode_return = 1.0000 | steps = 603 | total_regret = 82.0000 | total_return = -15.0000
I0611 18:54:54.608459 140080572294976 terminal_logging.py:55] episode = 68 | episode_len = 9 | episode_return = 1.0000 | steps = 612 | total_regret = 82.0000 | total_return = -14.0000
I0611 18:54:54.608459 140080572294976 terminal_logging.py:55] episode = 68 | episode_len = 9 | episode_return = 1.0000 | steps = 612 | total_regret = 82.0000 | total_return = -14.0000
I0611 18:54:54.668663 140080572294976 terminal_logging.py:55] episode = 69 | episode_len = 9 | episode_return = -1.0000 | steps = 621 | total_regret = 84.0000 | total_return = -15.0000
I0611 18:54:54.668663 140080572294976 terminal_logging.py:55] episode = 69 | episode_len = 9 | episode_return = -1.0000 | steps = 621 | total_regret = 84.0000 | total_return = -15.0000
I0611 18:54:54.755214 140080572294976 terminal_logging.py:55] episode = 70 | episode_len = 9 | episode_return = 1.0000 | steps = 630 | total_regret = 84.0000 | total_return = -14.0000
I0611 18:54:54.755214 140080572294976 terminal_logging.py:55] episode = 70 | episode_len = 9 | episode_return = 1.0000 | steps = 630 | total_regret = 84.0000 | total_return = -14.0000
I0611 18:54:54.849725 140080572294976 terminal_logging.py:55] episode = 71 | episode_len = 9 | episode_return = 1.0000 | steps = 639 | total_regret = 84.0000 | total_return = -13.0000
I0611 18:54:54.849725 140080572294976 terminal_logging.py:55] episode = 71 | episode_len = 9 | episode_return = 1.0000 | steps = 639 | total_regret = 84.0000 | total_return = -13.0000
I0611 18:54:54.913102 140080572294976 terminal_logging.py:55] episode = 72 | episode_len = 9 | episode_return = 1.0000 | steps = 648 | total_regret = 84.0000 | total_return = -12.0000
I0611 18:54:54.913102 140080572294976 terminal_logging.py:55] episode = 72 | episode_len = 9 | episode_return = 1.0000 | steps = 648 | total_regret = 84.0000 | total_return = -12.0000
I0611 18:54:54.997359 140080572294976 terminal_logging.py:55] episode = 73 | episode_len = 9 | episode_return = 1.0000 | steps = 657 | total_regret = 84.0000 | total_return = -11.0000
I0611 18:54:54.997359 140080572294976 terminal_logging.py:55] episode = 73 | episode_len = 9 | episode_return = 1.0000 | steps = 657 | total_regret = 84.0000 | total_return = -11.0000
I0611 18:54:55.067063 140080572294976 terminal_logging.py:55] episode = 74 | episode_len = 9 | episode_return = 1.0000 | steps = 666 | total_regret = 84.0000 | total_return = -10.0000
I0611 18:54:55.067063 140080572294976 terminal_logging.py:55] episode = 74 | episode_len = 9 | episode_return = 1.0000 | steps = 666 | total_regret = 84.0000 | total_return = -10.0000
I0611 18:54:55.135120 140080572294976 terminal_logging.py:55] episode = 75 | episode_len = 9 | episode_return = -1.0000 | steps = 675 | total_regret = 86.0000 | total_return = -11.0000
I0611 18:54:55.135120 140080572294976 terminal_logging.py:55] episode = 75 | episode_len = 9 | episode_return = -1.0000 | steps = 675 | total_regret = 86.0000 | total_return = -11.0000
I0611 18:54:55.199467 140080572294976 terminal_logging.py:55] episode = 76 | episode_len = 9 | episode_return = 1.0000 | steps = 684 | total_regret = 86.0000 | total_return = -10.0000
